NUM	ROMAJI	EXPECTED	GOT (M)	SwiftKey 6.4.8.57 (S)	FULL SCORE	M
801	konoshigotojitaiwasuretonchaukana。	この仕事自体忘れとんちゃうかな。	この仕事自体話すれと真価なか。	この仕事自体忘れ東家うかな。	16	9
802	ayamatteutaretamutousanga。	誤って撃たれた武藤さんが。	誤って売れた人倒さん。	謝って歌れたむとうさんが。	13	8
803	sorenitoujijoseikeijibakariwoatsumete。	それに当時女性刑事ばかりを集めて。	それに当次女性系ばかりを集めて。	それに当時女性刑事ばかりをあつめて。	17	14
804	raibarunonodachigachuumokusareteita。	ライバルの野立が注目されていた。	ライバルののだちが注目されていた。	ライバルののだ千賀ちゅうもくされていた。	16	13
805	soshikihanzaiwotoukatsusuruchoutoshite。	組織犯罪を統括する長として。	組織犯罪を倒かする兆都として。	組織犯罪をとうかつするちょうとして。	14	10
806	sutandowobunkatsushitekeibiwookonau。	スタンドを分割して警備を行う。	スタンドを分確して背壁を行う。	スタンドを分割してけいびをおこなう。	15	12
807	hontounokuromakuhakoitsunanoyo。	本当の黒幕はこいつなのよ。	本当の黒々はいつなのよ。	本当の黒幕はこいつなのよ。	13	11
808	oogesanifuttobiyagatteomae。	大げさに吹っ飛びやがってお前。	大げさにふっとビヤが見えた。	大げさに吹っ飛びやがっておまえ。	15	7
809	betsuniiijanaissuka。	別にいいじゃないっすか。	別にいいじゃないっすか。	別にいいじゃないっすか。	12	12
810	mounaiteiiminaikara。	もう泣いていい見ないから。	もうないていいないから。	もう泣いていい見ないから。	13	11
811	oretachisaikyoutsu-toppuda。	俺たち最強ツートップだ。	オレたち最強ツートップだ。	俺たち最強つーとっぷだ。	12	10
812	soudansuruon'nanankaimasen。	相談する女なんかいません。	相談する女内かないかせません。	相談する女なんかいません。	13	9
813	dousematamasukomimukenioshitsukerareta。	どうせまたマスコミ向けに押し付けられた。	どうせまたスコミ向けに押し付けられた。	どうせまたますこ美夢けにおしつけられた。	20	19
814	kakusenmonkikantonorenkeigahitsuyounano。	各専門機関との連携が必要なの。	各専門機関との連携が必要なの。	各専門期間とのれんけいがひつようなの。	15	15
815	konokaihajidougyakutainoboushiya。	この会は児童虐待の防止や。	この回は自動虐待の防止屋。	この絵は自動ぎゃくたいのぼうしや。	13	9
816	bokugamadakoubankinmujidaini。	僕がまだ交番勤務時代に。	僕がまだ公判勤務自台に。	僕がまだ交番勤務じだいに。	12	8
817	onodahanhasudeniugoiteiru。	小野田班はすでに動いている。	小野弾はすでに動いている。	小野田はんはすでにうごいている。	14	12
818	kimitachimoshikyuusousaniatattekure。	君たちも至急捜査に当たってくれ。	君立ちも支給層にあたってくれ。	きみたちも支給操作にあたってくれ。	16	10
819	maenoaremokoichixyauchuunen。	前のあれも恋ちゃうちゅうねん。	前のあれも恋一や中年。	前のあれもこいちゃうちゅうねん。	15	7
820	de-tonanteikasenaiyo。	デートなんて行かせないよ。	デートなんていかせないよ。	デートなんて行かせないよ。	13	12
821	jikentouyakinjonoizakayadesakewononde。	事件当夜近所の居酒屋で酒を飲んで。	事件灯や巨所の遺山屋で酒を飲んで。	じ検討夜勤じょのいざかやでさけをのんで。	17	12
822	kimototohanagatahawatashitogenbani。	木元と花形はわたしと現場に。	基元と鼻方は私と現場に。	木本と花形はわたしとげんばに。	14	8
823	katagirihakasoukentorenkeishite。	片桐は科捜研と連携して。	肩桐は仮想拠と連携して。	片桐は科捜研とれんけいして。	12	8
824	takaikotogawakarimashita。	高いことが分かりました。	高いことがわかりました。	高いことがわかりました。	12	11
825	kounanameninatteitari。	こう斜めになっていたり。	こうな目になっていたり。	江南アメンなっていたり。	12	10
826	fukusuuirukotowosashiteru。	複数いることを指してる。	複数いることを指してる。	複数いる事を指してる。	12	12
827	shougaitosettounozenkanoaruotokoya。	傷害と窃盗の前科のある男や。	障害と説到の前下のある男屋屋。	障害と窃盗のぜんかのあるおとこや。	14	8
828	minareterumitaidesune。	見慣れてるみたいですね。	見慣れてみたいですね。	見慣れてる見たいですね。	12	11
829	naitouhakoritsushitetamitaiya。	内藤は孤立してたみたいや。	内藤は孤立してたみたいや。	内藤は孤立してたみたいや。	13	13
830	hankoujikokuooimachinochuurinjoude。	犯行時刻大井町の駐輪場で。	犯行時刻多大間の中前生で。	反抗時刻おおいまちのちゅうりんじょうで。	13	7
831	mouichidogaishamawariwoatatte。	もう一度ガイ者周りをあたって。	もう一度違者回りをあたって。	もう一度が医者周りをあたって。	15	12
832	onodahankaranohoukokugaarimashita。	小野田班からの報告がありました。	小野団からの方向がありました。	おのだ半からの報告がありました。	16	12
833	attenakuzetsuenjoutainiarusoudesu。	会ってなく絶縁状態にあるそうです。	アッテナくて演状態にあるそうです。	あって泣く絶縁じょうたいにあるそうです。	17	11
834	kodomowooitenigerunante。	子供を置いて逃げるなんて。	子どもをおいて逃げるなんて。	子供を置いてにげるなんて。	13	10
835	keisatsunohoutonokomyunike-shonha。	警察の方とのコミュニケーションは。	警察の方とのコミュニケーションは。	警察の方とのコミュニケーションは。	17	17
836	kaisetsushiterasshaimasuga。	開設してらっしゃいますが。	解説してらっしゃいますが。	回折してらっしゃいますが。	13	11
837	kobetsunisoudangaarubaaiha。	個別に相談がある場合は。	個別に相談がある場合は。	個別に相談がある場合は。	12	12
838	nettouwoabisekakerareteimashita。	熱湯を浴びせかけられていました。	熱頭を浴びせかけられていました。	熱闘を浴びせかけられていま意を受けてるんだと思い込み。	16	15
839	oikondeshimaukotogaooindesu。	追い込んでしまうことが多いんです。	おい込んでしまうことが多いんです。	追い込んでしまうことが多いです。	17	16
840	itsukachichioyanimitomeraretai。	いつか父親に認められたい。	いつか父親に認められたい。	いつか父親に認められたい。	13	13
841	aisaretaitonegatteimashita。	愛されたいと願っていました。	愛されたいと願っていました。	愛されたいと願っていました。	14	14
842	senkyakugaitamitaidakara。	先客がいたみたいだから。	選客が痛みたいだから。	先客がいたみたいだから。	12	9
843	ichihomosotonihadenakattatoitteimashita。	一歩も外には出なかったと言っていました。	一歩も外にはでなかったと言っていました。	一穂も外にはでなかったといっていました。	20	19
844	genbanodogashanaikaraderuhazudakara。	現場の土が車内から出るはずだから。	現場の土者ないから出るはずだから。	現場の度が者ないからでるはずだから。	17	14
845	toiukotohashougenhahontouka。	ということは証言は本当か。	ということは少々は本当か。	ということは証言は本当か。	13	11
846	tonikakuomaehaotonashikushitero。	とにかくお前はおとなしくしてろ。	とにかくお前はおとなしく手。	とにかくお前はおとなしくしてろ。	16	13
847	joginguchuunojoseigahakkenshiteimasu。	ジョギング中の女性が発見しています。	ジョギング中の女性が発見しています。	ジョギング中のじょせいがはっけんしています。	18	18
848	naifudenodomotowoichigekisaretanochini。	ナイフでのど元を一撃された後に。	ナイフでのどもと一撃された後に。	ナイフで喉もとをいちげきされたのちに。	16	14
849	muchakuchanakoroshikatadaga。	むちゃくちゃな殺し方だが。	むちゃくちゃなロシカタだが。	むちゃくちゃな殺しかただが。	13	9
850	atoshimatsudakehashikkarishiteiru。	後始末だけはしっかりしている。	あとしつだけはしっかりしている。	後始末だけはしっかりしている。	15	11
851	masukominitatakarerunda。	マスコミにたたかれるんだ。	マスコミに戦かれるんだ。	マスコミに叩かれるんだ。	13	11
852	masukomitaiounohoumobacchiriyatte。	マスコミ対応の方もばっちりやって。	マスコミ対応の方もバッチリやって。	マスコミ対応の方もバッチリやって。	17	13
853	jasonosaitoetsuranshaga。	じゃそのサイト閲覧者が。	ジャそのサイト閲覧車が。	じゃそのサイト閲覧しゃが。	12	9
854	sonome-ruwomirarerusubetenoningenga。	そのメールを見られる全ての人間が。	そのメールを見られるすべての人間が。	そのメールを見られるすべてのにんげんが。	17	15
855	nenreimogyakutaihouhoumooyajisokkurida。	年齢も虐待方法も親父そっくりだ。	年齢も逆体方法もおやじっそくりだ。	年齢も虐待方法もおやじそっくりだ。	16	10
856	keishichounooosawaerikodesu。	警視庁の大沢絵里子です。	警視庁の大沢駅コです。	警視庁の大澤えりこです。	12	9
857	soredeichiousenseinojikentoujitsuno。	それで一応先生の事件当日の。	それで一応先制の事件登物の。	それで一応先生の事件とうじつの。	14	11
858	sonojikanhawatashineteimashitakara。	その時間はわたし寝ていましたから。	その時間は私寝ていましたから。	その時間は私寝ていましたから。	17	14
859	konogenbakaramiyagawasan'nojitakuha。	この現場から宮川さんの自宅は。	この現場から宮川さんの自宅は。	この現場から宮川さんおじたくは。	15	15
860	miyagawasanhaeirinahamonode。	宮川さんは鋭利な刃物で。	宮川さんはえいりな刃物で。	宮川さんは永琳はもので。	12	9
861	genbaninokosaretakutsuatodesuga。	現場に残された靴跡ですが。	現場に残されたくつあとですが。	現場に残された靴あとですが。	13	9
862	son'nakotoaruwakenaidesuyo。	そんなことあるわけないですよ。	そんなことあるわけないですよ。	そんなことあるわけないですよ。	15	15
863	sonojikanhakyoujushitsuniimashita。	その時間は教授室にいました。	その時間は恐授しついにしました。	その時間は教授しつんいました。	14	9
864	kyouyuupasokon'nikameratsuiterukara。	共有パソコンにカメラ付いてるから。	共有パソコンにカメラ着つけるから。	共有パソコンいかめらついてるから。	17	14
865	zengonohimofukumeteshuujitsuzenbu。	前後の日も含めて終日全部。	前後の日も含めて終日全部。	前後の日も含めて就実ぜんぶ。	13	13
866	tadasousawokonransaserudakedakara。	ただ捜査を混乱させるだけだから。	ただ操作を混乱させるだけだから。	ただ操作を混乱させるだけだから。	16	14
867	dattarasaigoniisshoniyarouyo。	だったら最後に一緒にやろうよ。	だったら最後に一緒にやろうよ。	だったら最後に一緒にやろうよ。	15	15
868	anatahakairiseidouitsuseishougai。	あなたは解離性同一性障害。	あなたは解成制道一省小害。	あなたは解離性どういつせいしょうがい。	13	8
869	chichioyanihidoigyakutaiwouketeita。	父親にひどい虐待を受けていた。	父親に日本着宅を受けていた。	父親にひどい虐待をうけていた。	15	10
870	semaioshiirenonakanitojikomerareta。	狭い押し入れの中に閉じ込められた。	狭いお入れ入の中にとじめられた。	狭いおし入れんなかにとじこめられた。	17	12
871	son'namainichiganan'nenmotsuduita。	そんな毎日が何年も続いた。	そんな毎日が何年も続いた。	そんな毎日が何年もつづいた。	13	13
872	tachinaorukotogadekinakattakeisukesanha。	立ち直ることができなかった啓介さんは。	立ち治ることができなかったケケスキャさんは。	立ち直ることができなかったけいすけさんは。	19	13
873	sorewohakkenshitaanataha。	それを発見したあなたは。	それを発見したあなたは。	それを発見したあなたは。	12	12
874	anatanonakanokeisukesanha。	あなたの中の啓介さんは。	あなたの中の計スキさんは。	貴方の中のけいすけさんは。	12	9
875	oshiirenitojikomerarete。	押し入れに閉じ込められて。	押し入れにと地故メラレて。	押し入れに閉じ込められて。	13	7
876	chokusetsutekinahyougengaiikamo。	直接的な表現がいいかも。	直接的な表現がいいかも。	直接的な表現がいいかも。	12	12
877	kidukanaideitanante。	気付かないでいたなんて。	気付ないでいたなんて。	気づかないでいたなんて。	12	11
878	kyoujushitsunihaittatokiniha。	教授室に入ったときには。	教授室に入った時には。	教授しつんはいったときには。	12	10
879	kikitegakawarukotohamaredehanaino。	利き手が変わることはまれではないの。	聞き手が変わることはまれではないの。	聞き手が変わることはまれではないの。	18	17
880	korehajibun'niokotterukotodehanaito。	これは自分に起こってることではないと。	これは自分に怒ってることではないと。	これは自分に怒ってることではないと。	19	17
881	omoikondeshimattanone。	思い込んでしまったのね。	思い込んでしまったのね。	思い込んでしまったのね。	12	12
882	takusansukuttekitanohajijitsudesu。	たくさん救ってきたのは事実です。	たくさんくってきたのは事実です。	たくさんすくって北乃はじじつです。	16	15
883	keisukesan'nojinkakudehanaku。	啓介さんの人格ではなく。	消避けさんの人間ではなく。	けいすけさんの人格ではなく。	12	8
884	nanikasetsunakunacchattana。	何か切なくなっちゃったな。	何かせつなくなっちゃったな。	何か切なくなっちゃったな。	13	11
885	chottodaijinakotoiinikita。	ちょっと大事なこと言いに来た。	ちょっと大事なこと言いに来た。	ちょっと大事なこと言いに来た。	15	15
886	joseihenokanshinhakiwametetsuyoiga。	女性への関心は極めて強いが。	女性への監真は極めて強いが。	女性への感心はきわめてつよいが。	14	12
887	imayaranaitonidotochansuhanai。	今やらないと二度とチャンスはない。	今やらないとにどとチャンスはない。	今円あろうとはんいんはかならずつかまえる。	17	15
888	omaeraimakeshigomunusundarouu。	お前ら今消しゴム盗んだろうう。	お前らい負け仕事無寸だろう。	お前ら今消しゴム盗んだろうう。	15	7
889	dakaraokaasandamedesutte。	だからお母さん駄目ですって。	だからおかあさんだ目ですって。	だからお母さんだめですって。	14	11
890	koushuuyatterundesukara。	講習やってるんですから。	交臭やってるんですから。	講習やってるんですから。	12	10
891	taisakushitsunomenmenhahitogatarinai。	対策室の面々は人が足りない。	対策室の面面は人が足りない。	対策しつの面々はひとがたりない。	14	13
892	nandewatashigashougakuseiaiteni。	何でわたしが小学生相手に。	なんで私が小学生に手に。	なんで私が小学生相手に。	13	7
893	oregakinshinshobunttekotode。	俺が謹慎処分ってことで。	オレが近親処分って事で。	俺が近親処分ってことで。	12	6
894	gyakunihokosakiwokawashitandayo。	逆に矛先をかわしたんだよ。	逆にほこ先をかわしたんだよ。	逆に矛先をかわしたんだよ。	13	11
895	tetsudattemorautsumoridattakedo。	手伝ってもらうつもりだったけど。	徹伝ってもらうつもりだったけど。	手伝ってもらうつもりだったけど。	16	15
896	ekimaehirobanisecchisaretabakudanga。	駅前広場に設置された爆弾が。	駅前広が日接させた春間だが。	駅前広場にせっちされたばくだんが。	14	6
897	maatorishiraberushikanaiyaro。	まあ取り調べるしかないやろ。	まあトリ調べるしかないやろ。	まあ取り調べルシかないやろ。	14	12
898	iwaitokatagirihahigishanotorishirabe。	岩井と片桐は被疑者の取り調べ。	岩井と語りはぎは議士の鳥調べ。	祝いと片桐はひぎしゃのとりしらべ。	15	7
899	oretoiwaisansonsanhagenba。	俺と岩井山村さんは現場。	オレといわわんさんさんは現場。	俺と祝いさんそんさんは現場。	12	4
900	kamitsukarenaiyounine。	かみつかれないようにね。	かみつかれないようにね。	髪疲れないようにね。	12	12
901	orenomiminihaittekuruhazudazo。	俺の耳に入ってくるはずだぞ。	おれの耳に入ってくるはずだぞ。	俺の耳に入ってくるはずだぞ。	14	12
902	gomibakokettanotokonkainojikento。	ごみ箱蹴ったのと今回の事件と。	ゴミバコケッタのと今回の事件と。	ゴミ箱けったのと今回のじけんと。	15	8
903	sorewokiridasutaimingu。	それを切り出すタイミング。	それを切り出すタイミング。	それを切り出すタイミング。	13	13
904	koitsuhaorenodaigakunokouhaida。	こいつは俺の大学の後輩だ。	コイツはオレの大学の公開だ。	こいつは俺の大学の後輩だ。	13	6
905	dagamadakakushougatsukamenai。	だがまだ確証がつかめない。	だがまだ隠笑がつかめない。	だがまだ書く正月かめない。	13	11
906	aremooshokunohakkakuwoosoreta。	あれも汚職の発覚を恐れた。	あれもお職の発覚を恐れた。	あれも汚職の発覚をおそれた。	13	12
907	hisshinayatsuragajousoubuniiru。	必死なやつらが上層部にいる。	必死な左柄が上々に歩いる。	必死な奴らが上層ぶにいる。	14	8
908	han'nin'noitogawakarimasen。	犯人の意図が分かりません。	犯人の糸がわかりません。	犯人の意図がわかりません。	13	10
909	torishirabenokankyuuwodaibumanandayoune。	取り調べの緩急をだいぶ学んだようね。	鳥調の研究をどうじゃ学なだような。	取調べの緩急をだいぶまなんだようね。	18	7
910	kankeigaarunohakarejanai。	関係があるのは彼じゃない。	関係があるのはカレじゃない。	関係があるのは彼じゃない。	13	11
911	touzenjikken'nitsukaumonodatoomoi。	当然実験に使うものだと思い。	当然実験に使うものだと思い。	当然実験に使うものだとおもい。	14	14
912	hon'ninhasorewokatakunanihiteishiteru。	本人はそれをかたくなに否定してる。	本人はそれを片くなに否定してる。	本人はそれをかたく何ひていしてる。	17	15
913	sonoaninookidokeiwotsukatte。	その兄の置き時計を使って。	そのあののお気計を使って。	その兄の置き時計をつかって。	13	9
914	hanseifusoshikinoteroshuudandayo。	反政府組織のテロ集団だよ。	反省不訴し期の取集団だよ。	反政府組織のてろしゅうだんだよ。	13	6
915	ri-da-hajimeshuyounakanbuga。	リーダーはじめ主要な幹部が。	リーダーはじめ主要なカンブバ。	リーダー始め主要なかんぶが。	14	10
916	hontounikeijidattandana。	本当に刑事だったんだな。	本当に軽事だったんだな。	本当に刑事だったんだな。	12	11
917	sorewosagurutamenioretotsukiattetanante。	それを探るために俺と付き合ってたなんて。	それを探るためにおれとつきあってたなんて。	それを探るために俺とつきあってたなんて。	20	16
918	aratanajouhougaarusouda。	新たな情報があるそうだ。	新たな情報があるそうだ。	新たな情報があるそうだ。	12	12
919	dandan'ookunatterundesuyone。	だんだん多くなってるんですよね。	だんだん大くなってるんですよね。	だんだん多くなってるんですよね。	16	15
920	kougiwoshiteitakyoujuhabujideshita。	講義をしていた教授は無事でした。	抗議をしていた今日は無事でした。	講義をしていた教授はぶじでした。	16	12
921	kuroitsukitonokankeihadetekitemasen。	黒い月との関係は出てきてません。	黒いつきとの関係は出てきてません。	黒い月との関係はでてきてません。	16	14
922	shatta-noshuurinimairimashita。	シャッターの修理に参りました。	シャッターの修理に参りました。	シャッターの週りんまいりました。	15	15
923	kochirasain'nohouonegaishimasu。	こちらサインの方お願いします。	こちらサインの方音がしいます。	こちらサインの方お願いします。	15	11
924	hontounoiryokuhawakaranai。	本当の威力は分からない。	本当の意力はわからない。	本当の威力はわからない。	12	10
925	kaimetsunioiyattaichiren'nojiken。	壊滅に追いやった一連の事件。	回目においやった一年の事件。	壊滅においやったいちれんおじけん。	14	10
926	koretoujinochokusetsunoshikikanha。	これ当時の直接の指揮官は。	これと生の直接の資期間は。	これ当時の直接のしきかんは。	13	8
927	jouhounogoteikyougakakasemasen。	情報のご提供が欠かせません。	情報のご提供が欠かせません。	情報のご提供がかかせません。	14	14
928	yamamurasantokimotohakakushonirenraku。	山村さんと木元は各所に連絡。	山村さんときもとは各所に連絡。	山村さん時本はかくしょにれんらく。	14	11
929	tsukimashitehasousanigokyouryoku。	つきましては捜査にご協力。	月ましては捜査にご協力。	つきましては操作にご協力。	13	11
930	kanshajouwosashiagetaitoomoimasu。	感謝状を差し上げたいと思います。	感謝場を刺し上げたいと思います。	感謝状を差し上げたいとおもいます。	16	14
931	fukushikyoukaikazarishibunominasama。	福祉協会飾支部の皆さま。	副祉教科香り渋谷の皆さ。	福祉今日開花ざりしぶのみなさま。	12	4
932	buchiatattakamoshiremasen'yo。	ぶち当たったかもしれませんよ。	ブチあたったかもしれませんよ。	ぶち当たったかもしれませにょ。	15	12
933	kuroitsukinota-gettohasonoho-runanoyo。	黒い月のターゲットはそのホールなのよ。	黒いつきのターゲットはそのホールなのよ。	黒い月のターゲットはそのほーるなのよ。	19	17
934	kocchinimobakudangaarimasu。	こっちにも爆弾があります。	こっちにも爆弾があります。	こっちにも爆弾があります。	13	13
935	daigakunokougishitsuwonerattanomo。	大学の講義室を狙ったのも。	大学の講義質を狙ったのも。	大学の講義質を狙ったのも。	13	12
936	soukanwokorosunogamokutekinara。	総監を殺すのが目的なら。	そう間をころすのが目的なら。	そうかを殺すのがもくてきなら。	12	7
937	zenkeibiwokocchinimawashitekure。	全警備をこっちに回してくれ。	前警備をこっちに回してくれ。	全ケイ美をこっちにまわしてくれ。	14	13
938	mokutekijanakattatoshitara。	目的じゃなかったとしたら。	目的じゃなかったとしたら。	目的じゃなかったとしたら。	13	13
939	ooyamakeishisoukan'ninattekara。	大山警視総監になってから。	大山形士早官になってから。	大山警視総監いなってから。	13	9
940	pu-rushiteitatoomowareru。	プールしていたと思われる。	プールしていたと思われる。	ぷーるしていたと思われる。	13	13
941	yosan'un'eibuhatsukaenakunatta。	予算運営部は使えなくなった。	予算運営部は使えなくなった。	予算うねイブはつかえなくなった。	14	14
942	matanerawarerukamoshirenaikara。	また狙われるかもしれないから。	また狙われるかもしれないから。	また狙われ牛わけありません。	15	15
943	sonokakkoudekaijounihaitta。	その格好で会場に入った。	その格校で会場に入った。	その格好で会場に入った。	12	11
944	shikiwotorunohatanbabuchou。	指揮を執るのは丹波部長。	死気をとるのはタンバブ長。	式を取るのは丹波ぶちょう。	12	5
945	kimitachinoshikikenwomotsukotoninatta。	君たちの指揮権を持つことになった。	君立ちの試験を持つことになった。	君たちの指揮権をもつことになった。	17	13
946	kimitachinihahataraitemorau。	君たちには働いてもらう。	君立ちには働いてもらう。	君たちには働いてもらう。	12	11
947	moshikashitarasonokorokara。	もしかしたらそのころから。	もしかしたらその頃から。	もしかしたらその頃から。	13	11
948	keisatsukanbunobougaigaattanokamo。	警察幹部の妨害があったのかも。	警察幹部の妨害があったのかも。	警察官分ぼうがいがあったのかも。	15	15
949	sonoteidonousoshikatsukeneeyouja。	その程度の嘘しかつけねえようじゃ。	その程度の忙し方でエナヤジ。	その程度の嘘しか付け根えようじゃ。	17	7
950	watashinegashoujikidakarausotsukenaino。	わたし根が正直だから嘘つけないの。	私なし正直だから育つけないの。	私ねが正直だからうそつけないの。	17	12
951	taihonotokinitappurito。	逮捕のときにたっぷりと。	逮捕のときにたっぷりと。	逮捕の時にたっぷりと。	12	12
952	hatasehenkattakedona。	果たせへんかったけどな。	果たせ変かったけどな。	果たせへんかったけどな。	12	10
953	sonosukinijoujirutsumoriya。	そのすきに乗じるつもりや。	その好きに上手つもりや。	その隙に常時るつもりや。	13	9
954	koregashikakeraretabakudan。	これが仕掛けられた爆弾。	これが仕掛けられた爆弾。	これがしかけられた爆弾。	12	12
955	anatashikawakaruhitogainaitoomoimasu。	あなたしか分かる人がいないと思います。	あなたしかわかる人がいないと思います。	あなたしかわかる人がいないと思います。	19	18
956	jikenkaiketsunotamenaraatamawosageru。	事件解決のためなら頭を下げる。	事件警決のためなら頭を下げる。	事件解決のためなら頭をさげる。	15	14
957	soregawatashinopuraido。	それがわたしのプライド。	それが私のプライド。	それが私のプライド。	12	9
958	konomaemoomaenihadamasareta。	この前もお前にはだまされた。	この前もお前には騙された。	この前もお前には騙された。	14	12
959	ochademonominagarayukkuriyarimashou。	お茶でも飲みながらゆっくりやりましょう。	お茶でも飲みながらゆっくりやりましょう。	お茶でも飲みながらゆっくりやりましょう。	20	20
960	sonofutanonakamigakibakuseigyosouchida。	そのふたの中身が起爆制御装置だ。	そのふたの中身が気分制御措置だ。	その二の中磨きばくせいぎょそうちだ。	16	13
