NUM,EXPECTED,model_epoch_01_gs_30730_beam_width_1,# characters,edit distance
1,ずっと先のことだけどね,ずっと先のことだけどね,11,0
2,おなか減って死にそうだよ,お腹ヘッテ氏にそうだよ,12,6
3,水野先生がおっしゃったように,水の先生がおっしゃったように,14,1
4,治療法が見つかるかもしれない,治療法が見つかるかもしれない,14,0
5,お母さん代わってあげられなくてごめんね,お母さんかわってあげられなくてごめんね,19,1
6,お前がそんなことでどうすんだよ,お前がそんなことで動水だよ,15,4
7,あいつはそんなヤワじゃねえよ,あいつはそんな和じゃねえよ,14,2
8,あいつが折れそうになったら,あいつがおれそうになったら,13,1
9,弘樹もここしょうゆついてる,広きもここしょうゆついてる,13,2
10,わたしの世界はまるで変わってしまった,私の世界はまるで変わってしまった,18,3
11,後ろから答案用紙集めて,後ろから登案用紙あつめて,11,3
12,今年遊んどかないともう遊べないよ,今年アソンドかないともう遊べないよ,16,4
13,アクアトピアに乗りたい,アクアとピアに乗りたい,11,1
14,女ってよくしゃべんなあと思って,女ってよくしゃべんなあと思って,15,0
15,カメの餌やりとか金魚の餌やりとか,亀のエサやリとか金魚のエサやりとか,16,7
16,そんなの誰かに頼めばいいじゃない,そんなの誰かに他の目ばいいじゃない,16,3
17,薬の効果やリハビリの方法を,薬の効果やりはビリの方法を,13,2
18,確認したいと思ってます,確認したいと思ってます,11,0
19,こんなふうに毎日少しずつ,こんなふうに毎日少しずつ,12,0
20,何かができなくなっていくの,何かができなくなっていくの,13,0
21,目を閉じて次の日が来るのがこわい,目を閉じて次の日が来るのが怖い,16,2
22,朝が来て悪くなってるかもしれないと,朝が来て悪くなってるかもしれないと,17,0
23,でもお父さんが聞いたら大変だね,でもお父さんが聞いたら大変だね,15,0
24,だってわたし病気になっちゃったでしょ,だって私病気になっちゃったでしょ,18,3
25,だから先輩にも迷惑かけちゃうかも,だから先輩にも迷惑かけちゃうかも,16,0
26,不公平なことをしようとしてるのは,不幸兵なことをしようとしてるのは,16,2
27,花火大会ぐらい一緒に行くでしょ,花火大会ぐらい一緒に行くでしょ,15,0
28,できること自分から投げ出すなんて,できること自分から投げ出すなんて,16,0
29,神様は不公平だなんて言った,神様は不光兵打なんていった,13,4
30,浴衣着て髪アップにしたら,浴かたきて紙アップにしたら,12,4
31,先輩きっとびっくりするわよ,先輩キットビックリするわよ,13,7
32,お母さんの後光が見えてきたような気がする,お母さんのごこうが見えてきたような気がする,20,3
33,わたしは自分を信じて行動すればいい,私は自分を信じて行動すればいい,17,3
34,やっぱ夏は浴衣とスイカと,やっぱ夏は浴かたと水かと,12,5
35,お友達もみんなついてるし,お友達もみんなついてるし,12,0
36,見つける必要があります,見つける必要があります,11,0
37,夏休みを利用して検査のための,夏休みを利用して検査のための,14,0
38,入院をされてはいかがでしょうか,入院をされてはいかがでしょうか,15,0
39,効果には個人差があるので,効果には個人差があるので,12,0
40,少し長くなるかもしれないから,少し長くなるかもしれないから,14,0
41,お前たちもう遅いから寝なさい,お前たちもう遅いからねなさい,14,1
42,周りが目に入らなかったんだよ,周りが目に入らなかったんだよ,14,0
43,リハビリを担当する田辺です,リハビリを担当する田鍋です,13,1
44,ショックも考えてみろよ,ショックも考えてみろよ,11,0
45,患者も医師も治療に専念する,患者も石も治療に専念する,13,2
46,すぐお見舞い行かなきゃ,すぐお見まいいかなきゃ,11,2
47,クラスのみんなに声かける,クラスのみんなに超えかける,12,2
48,亜湖お母さん夕方病院寄ってくるから,憧っか朝さん遊方病引よってくるから,17,7
49,遅くなると思うんだけど,遅くなると思うんだけど,11,0
50,なるべく早く帰るようにはするけど,なるべくは約買えるようにはするけど,16,4
51,わたしマミと約束あるんだから,私まみと約束アルンだから,14,8
52,今は家族が一致団結して,今は家族が一致断結して,11,1
53,ガトーボヌールのケーキだ,がトUボヌUルのケUキだ,12,4
54,一応人数分買ってあるわよ,一応人数分買ってあるわよ,12,0
55,麻生君に会いたくて来たのにね,麻生くんに味託的たのにね,14,8
56,一応声はかけたんっすけどね,一応声はかけたんすけどね,13,1
57,何か感じが変わっちゃった,何か感じが変わっちゃった,12,0
58,今度は捕まんないようにしろよ,今度はつかまんないようにしろよ,14,2
59,途中まで一緒にいたんだけど,途中まで一緒に痛んだけど,13,2
60,次の日川島で発見されたの,次の日皮投で発見されたの,12,2
61,あんまり信用してないらしい,あんまり信用してないらしい,13,0
62,友達来てくれてよかったわね,友達きてくれてよかったわね,13,1
63,こんなにたくさんもらっちゃった,こんなにたくさんもらっちゃった,15,0
64,動いてくると思いますけれども,動いてくると思いますけれども,14,0
65,両手を上げて手のひらを上にして,両手を上げて手の平を上にして,15,2
66,デートに行けるとなったら,デUトに行けるとなったら,12,1
67,そんなことないですって,そんなことないですって,11,0
68,今できること頑張るって決めたんだ,今できること頑張るって決めたんだ,16,0
69,原因不明の神経変性疾患,原因不明の新型編成疾患,11,4
70,じゃあ結局今日の池内との,じゃあ結局鏡の池内との,12,2
71,どうしようかと思ってさ,どうしようかと思ってさ,11,0
72,せっかくの誕生日の日に,せっかくの誕生日の日に,11,0
73,さっき病院に電話きてた,昨季病院に電話着てた,11,4
74,メスは餌を探しに出るんだけど,メスはエサを探しに出るんだけど,14,2
75,その間どんなに腹減っても,その感どんなに腹減っても,12,1
76,ずっと卵守って待ってんだよ,ずっと卵間もって待ってんだよ,13,2
77,本当は先輩は来ないかもって思ってた,本当は先輩は来ないかもって思ってた,17,0
78,何言ってるか分かんなくなっちゃうんだって,何入ってるか分かんなくなっちゃうんだって,20,1
79,最後には寝たきりになって,最後にはネタキリになって,12,4
80,その人物は派手なパンクファッションに,その人物は派手なパンクファッションに,18,0
81,身を包んでいたそうですが,身を包んでいたそうですが,12,0
82,まさにあんな感じでした,まさにあんな感じでした,11,0
83,記憶には自信があるんです,記憶には自信があるんです,12,0
84,先ほどあなたが見たのは,先ほどあなたが見たのは,11,0
85,さっき記憶には自信があると,昨季木奥には自信があると,13,5
86,自信がなくなってきました,自身がなくなってきました,12,1
87,でも見てみたかったわね,でも見てみたかったわね,11,0
88,いろいろ教えてくださいね,いろいろ教えてくださいね,12,0
89,事務所の経営に貢献してくださいね,事務所の経営に貢献してくださいね,16,0
90,それはいいじゃないですか,それはいいじゃないですか,12,0
91,協力したのは私たちです,協力したのは私たちです,11,0
92,私も協力をお願いされたら,私も協力をお願いされたら,12,0
93,カツラぐらいは被りましたよ,かつらぐらいはこう無理ましたよ,13,7
94,私もちょっとは協力しました,私もちょっとは強力しました,13,1
95,こういう時はじゃんけんでしょ,こういう時は若件でしょ,14,5
96,宮田さんじゃんけんに勝てて,宮さんじゃん犬に勝てて,13,3
97,思いっきりのんびりしちゃいましょ,思いっきりのんびりしちゃいましょ,16,0
98,とりあえずお風呂入りましょうね,とりあえずオフロは入りましょうね,15,4
99,恐ろしい殺人事件が起きる事など,恐ろしい切人事件が起きることなど,15,3
100,のんびりしようって言いましたよね,のんびりしようっていいましたよね,16,1
101,プロデューサーの仕事でしょ,プロデュUサUの仕事でしょ,13,2
102,撮り方の工夫で何とかするから,取り方の工夫で何とかするから,14,1
103,あさすが大女優って感じ,アサスが大女優って感じ,11,3
104,高校の時の友人なんです,高校の時の友人なんです,11,0
105,私たちここに泊まってるの,私たちここに止まってるの,12,1
106,まだ駆け出しみたいですけど,まだ掛け出しみたいですけど,13,1
107,お肌ツルツルになるんですって,お肌つるつるになるんですって,14,4
108,いろいろと苦労したんだね,いろいろと苦労したんだね,12,0
109,私は今回だけなんだけどね,私は今回だけなんだけどね,12,0
110,真理江さんは体調が悪いみたいで,まりエさんは体調が悪いみたいで,15,3
111,何かちょっと怖そうな人ね,何かちょっと怖そうな人寝,12,1
112,ホントはいい人なんだよ,ホントはいい人なんだよ,11,0
113,朝から監督の姿が見当たらなくて,朝から監督の姿が見当たらなくて,15,0
114,スケジュールも狂っちゃって,スケジュUルもくるっちゃって,13,3
115,私そんなメール出してません,私そんなメUル出してません,13,1
116,送信記録が残ってますよ,送信記録が残ってますよ,11,0
117,温泉で殺人事件と遭遇したの,温泉で殺人事件と遭遇したの,13,0
118,写真だけでわかるわけないだろ,写真だけでわかるわけないだろ,14,0
119,山岡監督と田代睦美の間には,山岡監督と田白むつみの間には,13,4
120,という憶測が飛び交っている,という憶測が飛びかっている,13,1
121,マスコミで話題になっている事件だけに,マスコミで話題になっている事件だけに,18,0
122,勝訴すれば事務所の名前が上がりますね,消訴すれば事務所の名前が上がりますね,18,1
123,あなたがそこまで言うんだったら,あなたがそこまで言うんだったら,15,0
124,それは私がよく知っています,それは私がよく知っています,13,0
125,ホテルの最上階にある展望風呂,ホテルの際上階にある展望フロ,14,3
126,郡山まで行く車の中から,氷山までいくくる間の中から,11,5
127,先に帰ったお詫びをしておこうと思って,先に帰ったお詫びをしておこうと思って,18,0
128,そこで最上階の展望風呂の事を,そこで最上階の展望風呂のことを,14,2
129,お肌がツルツルになるから,お肌が鶴になるから,12,4
130,協力するから何でも言ってね,協力するから何でも言ってね,13,0
131,誰かが勝手に自分の携帯を使って,誰かが勝手に自分の携帯を使って,15,0
132,真犯人が見つからないまでも,新販人が見つからないまでも,13,2
133,では被告人は席に戻ってください,では被告人は席に戻って下さい,15,2
134,切迫流産の危険があったそうですが,設迫流産の危険があったそうですが,16,1
135,数日入院すれば心配ないそうです,数日入院すれば心配ないそうです,15,0
136,じゃあ裁判はいずれ再開されますね,じゃあ裁判はいずれ再開されますね,16,0
137,それにしても前代未聞ね,それにしても全大未望値,11,4
138,睦美どうして教えてくれなかったんだろう,むつ見どうして教えてくれなかったんだろう,19,3
139,監督が恨まれるなんてないと思う,監督が裏まれるなんてないと思う,15,1
140,厳しいけど思いやりのある人だから,厳しいけど思いやりのある人だから,16,0
141,常連に売ったような気がしますね,常連に売ったような気がしますね,15,0
142,じゃ山岡さんが殺害された時刻に,ジャヤマオカさんが殺害された時刻に,15,6
143,ラウンジであなたと一緒にいたのは,ラウンジであなたと一緒にいたのは,16,0
144,ありがとうございました,ありがとうございました,11,0
145,何か睦美ちゃんに不利になる事を,何かむつみちゃんに振りになることを,15,7
146,告げ口するみたいで話しにくくてね,つげ口するみたいで話にくくてね,16,2
147,拘置所に戻されたそうよ,高知書に戻されたそうよ,11,3
148,色々訊いて回ったんですけど,いろいろ聞いて回ったんですけど,13,5
149,あの日先に東京に帰ってます,あの日先に東京に帰ってます,13,0
150,香山プロデューサーが証言してます,香山プロデュUサUが証言してます,16,2
151,インターネットを通じて投稿するんです,インタUネットを通じて投稿するんです,18,1
152,この動画が投稿されたのが,この動画が投稿されたのが,12,0
153,つまり事件翌日の朝です,つまり事件翌日の朝です,11,0
154,やっぱり撮影されたのは,やっぱり撮影されたのは,11,0
155,帽子とマスクの男いたじゃないですか,帽子とマスクのおとこいたじゃないですか,17,3
156,あの正体がわかったんです,あの正体がわかったんです,12,0
157,相手役を務める須藤健一さんから,相手役を務めるストウケン一三から,15,7
158,抱負を伺いたいと思います,豊富をうかが痛いと思います,12,6
159,ファンの人は立ち入り禁止ですよ,ファンの人はたち入り禁止ですよ,15,1
160,柔軟性があるって事じゃないですか,柔軟性があるってことじゃないですか,16,2
161,車まで乗せていただいて,車までのせていただいて,11,1
162,それはアリバイでも何でもないぞ,それはアリバイでも何でもナイゾ,15,3
163,せっかく優しくしてあげたのに,せっかく優しくしてあげたのに,14,0
164,先生この部屋何か暑くないですか,先生この部屋にかあ作ないですか,15,3
165,リモコンどこいっちゃったんだろう,リモコンドコイっちゃったんだろう,16,3
166,ずっと聞かせてもらったってわけだ,ずっと聞かせてもらったってわけだ,16,0
167,お手柄と言いたいところだがな,お手柄と言いたいところだがな,14,0
168,これが山村ヨウコの細胞,これが山村用子の細胞,11,3
169,あれならとっくに解析処理を終えた,アレならトックに解析処理を終えた,16,5
170,俺のほうでも調べてみたいんだ,オレの方でも調べてみたいんだ,14,4
171,訓練を受けた張本人ですら,訓練を受けた長本人ですら,12,1
172,耐え切れる者はいません,たえきれるものはいません,11,4
173,一緒にご飯食べるところなの,一緒にご半食べるところなの,13,1
174,こんな訪ね方しか出来なくて,こんな尋ね方しかできなくて,13,3
175,あるヤツの名前と住所を,あるやつの名前と重所を,11,3
176,そしたら本当にそいつが死んで,そしたら本当にそいつが死んで,14,0
177,やつらにやられっぱなしだ,やつらにやられっぱなしだ,12,0
178,いま少し休ませてるんです,今少しやすませてるんです,12,4
179,再開されることへの恐怖を抱きます,再開されることへの恐怖を抱きます,16,0
180,間もなく彼女は落ちます,まもなく彼女は落ちます,11,1
181,しっかり覚えてほしんだけど,しっかり覚えて保信だけど,13,3
182,父親のことをあいつに知らせるな,父親のことを相つに知らせるな,15,2
183,全然落ちねーじゃないか,全然落比ねじゃないか,11,2
184,予想以上に粘っています,予想以上に粘っています,11,0
185,だったらもっとレベルを上げろ,だったらもっとレベルを上げろ,14,0
186,死んでしまったら二度と手がかり,新でしまったら二度と手がかり,15,2
187,関わらせることは本当に避けたいんだが,かかわらせることは本当に避けたいんだが,18,2
188,あいつらを捕まえるチャンスなんだろ,相津をつかえるチャンスなんだろ,17,6
189,テロリスト確保の際に何かあった時は,テロリスト各保の際に何かあったときは,17,3
190,国を守ることが最優先だ,国を守ることが最優先だ,11,0
191,でもちょっと元気出てきました,でもちょっと元気でてきました,14,1
192,その人に会わせてあげる,その人に合わせてあげる,11,1
193,そんなもんさっきの青い車を,そんなもんさっきの青い車を,13,0
194,捕まえてみればわかるんだよ,捕まえてみればわかるんだよ,13,0
195,もう少しで大切な証人を,もう少しで大切な承認を,11,2
196,少々強引なところがありまして,少々合員なところがありまして,14,2
197,何かいじってないと落ち着かなくて,何かいじってないと落ち着かなくて,16,0
198,自動車販売会社に勤める,自動車販売会社に勤める,11,0
199,現場に争った形跡がなかったことから,現場にあらそった形跡がなかったことから,17,3
200,ずいぶん辺鄙なところだな,ずいぶん返ぴなところだな,12,2
201,ウイルスを隠しているんだから,ウイルスを隠しているんだから,14,0
202,仲間を引き連れて戻ってくるかもよ,仲間を引きつれて戻ってくるかもよ,16,1
203,下手な心理戦仕掛けやがって,ヘタナ新理戦しかけやがって,13,6
204,俺たちに何も出来なくさせる,おれたちに何も出来なくさせる,13,2
205,今のところ見当たらない,今のところ見あたらない,11,1
206,そんなもんさっきの青い車,そんなもんさっきの青い車,12,0
207,俺も早く気づくべきだった,俺もは約機づくべきだった,12,3
208,あんたが犯人だってわかるようになっています,アンタが犯人だってわかるようになっています,21,3
209,言い訳は本部でゆっくりしろ,言いわけは本部でゆっくりしろ,13,2
210,あなたは私たちが言うことを,あなたは私たちがいうことを,13,1
211,ヒーローが犯人の背中に,ヒUロUが犯人の背中に,11,2
212,これからは嘘だって思いなさい,これからは嘘だって思いなさい,14,0
213,それじゃあ最後にもうひとつ頼む,それじゃあ最後にもう一つ楽む,15,3
214,上空から現場の画定はできません,上空から現場の確定はできません,15,1
215,その後の状況報告お願いします,その後の状況報告お願いします,14,0
216,お互い頑張って生きていきましょうね,お互い頑張っていきていきましょうね,17,1
217,報告が送れてすみません,報告が遅れてすみません,11,1
218,銃を奪われ撃たれました,銃を奪われ打ったれました,11,2
219,自分の正体がバレたのか,自分の招待がバレタのか,11,3
220,このままの流れで決行だ,このままの流れでけっこうだ,11,4
221,高木君家にいなかったんだけど,高木君化にいなかったんだけど,14,1
222,こちらの方とも確認してみます,こちらの方とも確認してみます,14,0
223,遥ちゃん今病院なんですけど,春価チャンコン病院なんですけど,13,7
224,お兄さんのことすごく心配していて,お兄さんのことすごく心配していて,16,0
225,あちこちに大きいホースが,あちこちに大きいホUスが,12,1
226,今すぐ空調を全部止めて,今すぐ空調を全部止めて,11,0
227,感染したと決まったわけじゃないだろう,感染したと決まったわけじゃないだろう,18,0
228,対テロを専門としている組織だ,タイテロを専門としている組織だ,14,2
229,研究室に戻る気はありません,研究室に戻る木はありません,13,1
230,やっぱり食われたのは宝生,やっぱりくわれたのは放傷,12,3
231,我々へのウィルステロは失敗だ,われわれへのウィルステロは失敗だ,14,4
232,全員殺すつもりだったの,全員コロスつもりだったの,11,3
233,すぐに出動の要請をする,すぐに出動の要請をする,11,0
234,当たれば高圧電流が流れて,当たれば紅圧電流が流れて,12,1
235,どうしたらこの国を救えるのか,どうしたらこの国を救えるのか,14,0
236,俺にはただずっと側にいてほしい,オレにはただずっと側にいて欲しい,15,3
237,これを届けにきてくれたの,これを届けに来てくれたの,12,1
238,あなたに会いたいって言ってるのよ,あなたに会いた言っていってるのよ,16,2
239,でもこれで追跡は不可能よ,でもこれで追跡は不可能よ,12,0
240,相変わらず気持ちいいほど自分本位,相変わらず気持ちいいほど自分本意,16,1
241,科学捜査などの専門的捜査で,科学捜査などの専門的操作で,13,2
242,凶悪犯罪に対応していくチムです,教怖反罪に対応していくチムです,15,3
243,あの女と同期だそうです,あの女と同期だそうです,11,0
244,それに新しい部署の失敗は,それに新しい部書の失敗は,12,1
245,どこの部署からもいらない精鋭たちが,どこの部書からもいらない声映達が,17,5
246,容疑者じゃありませんよ,容疑者じゃありませんよ,11,0
247,暴力事件を起こしてましてね,暴力事件を起こしてましてね,13,0
248,どうぞよろしくお願いします,どうぞよろしくお願いします,13,0
249,こんな部署やることないでしょ,こんな部所やることないでしょ,14,1
250,身元不明の焼死体が発見された,身元不明の小死体が発見された,14,1
251,上半身が丸焦げだったようです,上半身が丸越げだったようです,14,1
252,あと片腕が折れていたとか,あと堅うでが折れていたとか,12,3
253,わたし刑事じゃないですから,私刑事じゃないですから,13,3
254,警察といえどもね異動はあるの,警察と家供根移動はあるの,14,6
255,わたし人間に興味ないんで,私人間に興味ないんで,12,3
256,片桐さんにはお似合いですね,肩切りさんにはお似合いですね,13,3
257,相当手広くやっていたようで,相当手日録やっていたようで,13,2
258,炭化した内臓が粉砕してた,単化した内蔵が粉採してた,12,3
259,着任早で張り切ってんのは分かるが,着人はやで張りきってんのは分かるが,16,4
260,鉄塔に登らせた可能性が,鉄頭にのぼらせた可能性が,11,3
261,じゃあこの着信履歴調べれば,じゃあこの着信利歴調べれば,13,1
262,それからついでに現場で,それから遂でに現場で,11,2
263,それにそんな薬品なんて,それにそんな約ヒンなんて,11,3
264,近どこかと合併するとか,近度こかと合併するとか,11,1
265,業界大手のグロリアス薬品と,業界大手のグロリアス約ヒント,13,4
266,またテレビで報道されると思います,またテレビで報道されると思います,16,0
267,焼死ならそうはいかないわ,少子ならそうはいかないわ,12,2
268,わたしがこの目で確認してる,私がこの目で確認してる,13,3
269,指示を受けていたことが分かってる,指示を受けていたことがわかってる,16,1
270,摩擦で爆発するようになっていた,松つで爆発するようになっていた,15,2
271,つまり一度着たら脱ぐことのできない,つまり一度来たらぬぐことのできない,17,2
272,一番いやなことさせたわけか,一番イヤなことさせたわけか,13,2
273,あまり評判のよくない銀行です,あまり評判のよくない銀行です,14,0
274,次の犯行もすぐに起こるわ,次の犯行もすぐに起こるわ,12,0
275,改造したスタンガンが見つかった,改造したスタンガンが見つかった,15,0
276,セットされてる可能性が極めて高い,セットされてる可能性がきわめて高い,16,2
277,そういうことだ遊んでる暇はない,そういうことだ遊んでる暇はない,15,0
278,やはり爆弾はセットされてるな,やはり爆弾はセットされてるな,14,0
279,時間なんて気にする必要ない,時間なんて気にする必要ない,13,0
280,かなり精密にやらないと,かなり生密にやらないと,11,1
281,ほんのわずか多めにする,ほんのわずかおめにする,11,1
282,それも何度かやってみないと分からない,それも何度かやってみないとわからない,18,1
283,戸倉さんにお聞きしました,と暮らさんにお聞きしました,12,3
284,何から何まで教えていただきました,何から何まで教えていただきました,16,0
285,嘘は絶対に言ってはならない,嘘は絶対に行ってはならない,13,1
286,今爆弾処理班が向かっています,混爆弾処理反が向かっています,14,2
287,もう少し待てばよかったんだよ,もう少しまてばよかったんだよ,14,1
288,言わせるために作ったんだって,言わせるために作ったんだって,14,0
289,それはわたしが優秀だからです,それは私が優秀だからです,14,3
290,ここは誰も教えてくれないからな,ここは誰も教えてくれないからな,15,0
291,あののっぽと付き合ってる男,あののっぽとつき合ってる男,13,1
292,現実的にはそうかもしれない,現実的にはそうかもしれない,13,0
293,でも撃てなきゃ刑事じゃない,でもうてなきゃ経事じゃない,13,2
294,お前のこと色々噂になってるぞ,お前のこといろいろうわさになってるぞ,14,7
295,さっき台東区で女子大生が,さっきたい東区で女子大性が,12,3
296,共に地取り鑑取りを行っていますが,とも日取り間取りを行っていますが,16,4
297,問題はこのインターネットの掲示板,問題はこのインタUネットの掲示板,16,1
